Project_ID,Project_Name,House_Number,Street_Name,Borough,Community_Board,Council_District,Latitude_(Internal),Longitude_(Internal),Extended_Affordability_Status,Prevailing_Wage_Status,Extremely_Low_Income_Units,Very_Low_Income,All_Counted_Units,Total_Units
58589,Madison EDJ LLC,452,MADISON STREET,Brooklyn,303,36,40.68570242,-73.94004477,Not Extended Affordability,Non Prevailing Wage,0,1,6,6
58589,Madison EDJ LLC,464,MADISON STREET,Brooklyn,303,36,40.68576525,-73.93948223,Not Extended Affordability,Non Prevailing Wage,0,1,6,6
58589,Madison EDJ LLC,851,MARCY AVENUE,Brooklyn,303,36,40.68423175,-73.94670203,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
58589,Madison EDJ LLC,396A,MONROE STREET,Brooklyn,303,36,40.68616206,-73.94252869,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
58589,Madison EDJ LLC,319,PUTNAM AVENUE,Brooklyn,303,36,40.68438375,-73.94899507,Not Extended Affordability,Non Prevailing Wage,0,1,5,5
58589,Madison EDJ LLC,401,PUTNAM AVENUE,Brooklyn,303,36,40.68482117,-73.94520162,Not Extended Affordability,Non Prevailing Wage,0,0,6,6
58589,Madison EDJ LLC,415,PUTNAM AVENUE,Brooklyn,303,36,40.6848731,-73.94474366,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
58589,Madison EDJ LLC,493,PUTNAM AVENUE,Brooklyn,303,36,40.68522839,-73.94163168,Not Extended Affordability,Non Prevailing Wage,0,1,4,4
58589,Madison EDJ LLC,400,TOMPKINS AVENUE,Brooklyn,303,36,40.68355538,-73.94425079,Not Extended Affordability,Non Prevailing Wage,0,2,15,15
58589,Madison EDJ LLC,404,TOMPKINS AVENUE,Brooklyn,303,36,40.68344007,-73.94418959,Not Extended Affordability,Non Prevailing Wage,0,0,7,7
58589,Madison EDJ LLC,409,TOMPKINS AVENUE,Brooklyn,303,36,40.68355236,-73.94369553,Not Extended Affordability,Non Prevailing Wage,0,2,4,4
58608,Don L.W. Resyndication,1816,CROTONA PARK EAST,Bronx,203,17,40.83811732,-73.88769681,Not Extended Affordability,Non Prevailing Wage,0,0,25,25
58608,Don L.W. Resyndication,1346,LYMAN PLACE,Bronx,203,16,40.82927637,-73.89624673,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
58608,Don L.W. Resyndication,1359,LYMAN PLACE,Bronx,203,17,40.82942784,-73.89681381,Not Extended Affordability,Non Prevailing Wage,0,0,20,20
58608,Don L.W. Resyndication,1360,LYMAN PLACE,Bronx,203,16,40.82960303,-73.89628958,Not Extended Affordability,Non Prevailing Wage,0,0,15,15
58608,Don L.W. Resyndication,1365,LYMAN PLACE,Bronx,203,17,40.82959525,-73.89679187,Not Extended Affordability,Non Prevailing Wage,0,0,15,15
58608,Don L.W. Resyndication,1366,LYMAN PLACE,Bronx,203,16,40.82977869,-73.89628569,Not Extended Affordability,Non Prevailing Wage,0,0,28,28
58608,Don L.W. Resyndication,1370,LYMAN PLACE,Bronx,203,16,40.82992416,-73.89628547,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
58608,Don L.W. Resyndication,1327,SOUTHERN BOULEVARD,Bronx,203,17,40.83167922,-73.89160674,Not Extended Affordability,Non Prevailing Wage,0,0,56,56
58608,Don L.W. Resyndication,1345,SOUTHERN BOULEVARD,Bronx,203,17,40.83200843,-73.89144359,Not Extended Affordability,Non Prevailing Wage,0,0,50,50
58608,Don L.W. Resyndication,1357,SOUTHERN BOULEVARD,Bronx,203,17,40.83228267,-73.89120103,Not Extended Affordability,Non Prevailing Wage,0,0,39,39
58608,Don L.W. Resyndication,1389,STEBBINS AVENUE,Bronx,203,16,40.83272204,-73.89438033,Not Extended Affordability,Non Prevailing Wage,0,0,12,12
60012,Norwood Gardens,3084,WEBSTER AVENUE,Bronx,207,11,40.87008539,-73.87740321,Not Extended Affordability,Non Prevailing Wage,0,0,118,118
61485,CONFIDENTIAL,----,----,Manhattan,108,10,,,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
61491,CONFIDENTIAL,----,----,Queens,401,22,,,Not Extended Affordability,Non Prevailing Wage,2,0,2,2
52770,Jerome Court,1769,JEROME AVENUE,Bronx,205,14,40.84852178,-73.91216753,Extended Affordability,Non Prevailing Wage,40,0,41,41
58450,New Settlement Apartments,1450,TOWNSEND AVENUE,Bronx,204,16,40.84108892,-73.91558905,Not Extended Affordability,Non Prevailing Wage,1,26,59,59
58450,New Settlement Apartments,1465,TOWNSEND AVENUE,Bronx,204,14,40.84168743,-73.91580514,Not Extended Affordability,Non Prevailing Wage,2,53,106,106
58450,New Settlement Apartments,1512,TOWNSEND AVENUE,Bronx,204,14,40.84222738,-73.91477804,Not Extended Affordability,Non Prevailing Wage,1,53,93,93
58450,New Settlement Apartments,1530,TOWNSEND AVENUE,Bronx,204,14,40.84268002,-73.91445579,Not Extended Affordability,Non Prevailing Wage,2,29,55,55
58450,New Settlement Apartments,1533,TOWNSEND AVENUE,Bronx,204,14,40.84274085,-73.91506651,Not Extended Affordability,Non Prevailing Wage,5,45,96,96
58450,New Settlement Apartments,1550,TOWNSEND AVENUE,Bronx,204,14,40.8430147,-73.91421682,Not Extended Affordability,Non Prevailing Wage,1,27,60,60
58450,New Settlement Apartments,1560,TOWNSEND AVENUE,Bronx,204,14,40.84334939,-73.91400677,Not Extended Affordability,Non Prevailing Wage,1,26,48,48
58450,New Settlement Apartments,1585,TOWNSEND AVENUE,Bronx,204,14,40.84427159,-73.91396943,Not Extended Affordability,Non Prevailing Wage,4,27,49,49
58450,New Settlement Apartments,1424,WALTON AVENUE,Bronx,204,14,40.84027888,-73.9151058,Not Extended Affordability,Non Prevailing Wage,2,35,68,68
58450,New Settlement Apartments,1503,WALTON AVENUE,Bronx,204,14,40.84194177,-73.91456517,Not Extended Affordability,Non Prevailing Wage,0,31,54,54
58450,New Settlement Apartments,1517,WALTON AVENUE,Bronx,204,14,40.84218318,-73.91439499,Not Extended Affordability,Non Prevailing Wage,0,16,30,30
58450,New Settlement Apartments,1525,WALTON AVENUE,Bronx,204,14,40.84241636,-73.91422844,Not Extended Affordability,Non Prevailing Wage,2,30,54,54
58450,New Settlement Apartments,1612,WALTON AVENUE,Bronx,204,14,40.84407831,-73.91244085,Not Extended Affordability,Non Prevailing Wage,1,26,50,50
58450,New Settlement Apartments,1615,WALTON AVENUE,Bronx,204,14,40.84429548,-73.91288873,Not Extended Affordability,Non Prevailing Wage,1,35,71,71
58659,Melrose Estates,712,COURTLANDT AVENUE,Bronx,201,17,40.82040338,-73.9174832,Not Extended Affordability,Non Prevailing Wage,0,1,5,5
58659,Melrose Estates,367,EAST 151 STREET,Bronx,201,17,40.81802699,-73.9182304,Not Extended Affordability,Non Prevailing Wage,0,1,8,8
58659,Melrose Estates,389,EAST 151 STREET,Bronx,201,17,40.81783438,-73.91755503,Not Extended Affordability,Non Prevailing Wage,0,6,33,33
58659,Melrose Estates,415,EAST 151 STREET,Bronx,201,17,40.81756459,-73.916439,Not Extended Affordability,Non Prevailing Wage,0,1,10,10
58659,Melrose Estates,417,EAST 151 STREET,Bronx,201,17,40.81754257,-73.91635232,Not Extended Affordability,Non Prevailing Wage,0,1,11,11
58659,Melrose Estates,408,EAST 152 STREET,Bronx,201,17,40.81787467,-73.91634468,Not Extended Affordability,Non Prevailing Wage,0,3,20,20
58659,Melrose Estates,689,MELROSE AVENUE,Bronx,201,17,40.81977675,-73.91632784,Not Extended Affordability,Non Prevailing Wage,0,4,25,25
58855,Lincoln Place,541,LINCOLN PLACE,Brooklyn,308,35,40.67197843,-73.95844229,Not Extended Affordability,Non Prevailing Wage,0,0,20,20
58855,Lincoln Place,547,LINCOLN PLACE,Brooklyn,308,35,40.67193994,-73.95827648,Not Extended Affordability,Non Prevailing Wage,0,0,17,17
58855,Lincoln Place,553,LINCOLN PLACE,Brooklyn,308,35,40.67190695,-73.95811789,Not Extended Affordability,Non Prevailing Wage,0,0,17,17
58954,94-02 148th Street,94-02,148 STREET,Queens,412,27,40.69926683,-73.80565749,Not Extended Affordability,Non Prevailing Wage,0,15,380,380
61623,CONFIDENTIAL,----,----,Brooklyn,318,45,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,409,SCHROEDERS AVENUE,Brooklyn,306,42,40.65344781,-73.87700485,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,411,SCHROEDERS AVENUE,Brooklyn,306,42,40.65347245,-73.87694354,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,413,SCHROEDERS AVENUE,Brooklyn,306,42,40.65349982,-73.87687862,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,415,SCHROEDERS AVENUE,Brooklyn,306,42,40.65352721,-73.8768173,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,417,SCHROEDERS AVENUE,Brooklyn,306,42,40.65355459,-73.87675238,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1228,JEROME STREET,Brooklyn,306,42,40.65368932,-73.87697918,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1226,JEROME STREET,Brooklyn,306,42,40.65377995,-73.87702946,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1224,JEROME STREET,Brooklyn,306,42,40.65384585,-73.87704736,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1222,JEROME STREET,Brooklyn,306,42,40.65390626,-73.87706888,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1220,JEROME STREET,Brooklyn,306,42,40.65396666,-73.87708318,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1218,JEROME STREET,Brooklyn,306,42,40.65402705,-73.87708667,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1216,JEROME STREET,Brooklyn,306,42,40.65408469,-73.87708657,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1214,JEROME STREET,Brooklyn,306,42,40.65416156,-73.87710084,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1235,JEROME STREET,Brooklyn,306,42,40.6536364,-73.87626209,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1233,JEROME STREET,Brooklyn,306,42,40.65368585,-73.87629804,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1231,JEROME STREET,Brooklyn,306,42,40.65373255,-73.87633399,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1229,JEROME STREET,Brooklyn,306,42,40.65378199,-73.87636633,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1227,JEROME STREET,Brooklyn,306,42,40.65382869,-73.87640229,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1225,JEROME STREET,Brooklyn,306,42,40.65387539,-73.87644184,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1223,JEROME STREET,Brooklyn,306,42,40.65392757,-73.87646697,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1221,JEROME STREET,Brooklyn,306,42,40.65397701,-73.87650292,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,1219,JEROME STREET,Brooklyn,306,42,40.65403743,-73.87653525,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,728,WALKER STREET,Brooklyn,306,42,40.65378155,-73.87595548,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,726,WALKER STREET,Brooklyn,306,42,40.65383923,-73.87599502,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,724,WALKER STREET,Brooklyn,306,42,40.65388593,-73.87603097,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,722,WALKER STREET,Brooklyn,306,42,40.65393537,-73.87606692,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,720,WALKER STREET,Brooklyn,306,42,40.65398207,-73.87610287,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,718,WALKER STREET,Brooklyn,306,42,40.65402877,-73.87613522,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,716,WALKER STREET,Brooklyn,306,42,40.65407821,-73.87617117,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,714,WALKER STREET,Brooklyn,306,42,40.65414689,-73.8762215,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,412,SCHROEDERS AVENUE,Brooklyn,306,42,40.65316728,-73.8764828,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,414,SCHROEDERS AVENUE,Brooklyn,306,42,40.6531974,-73.87641787,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,416,SCHROEDERS AVENUE,Brooklyn,306,42,40.65322204,-73.87635295,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,418,SCHROEDERS AVENUE,Brooklyn,306,42,40.65324941,-73.87628443,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,420,SCHROEDERS AVENUE,Brooklyn,306,42,40.65327679,-73.87621951,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,422,SCHROEDERS AVENUE,Brooklyn,306,42,40.65330417,-73.87615459,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,424,SCHROEDERS AVENUE,Brooklyn,306,42,40.65334523,-73.8760536,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,430,SCHROEDERS AVENUE,Brooklyn,306,42,40.65339725,-73.87592737,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,432,SCHROEDERS AVENUE,Brooklyn,306,42,40.65343283,-73.8758408,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,434,SCHROEDERS AVENUE,Brooklyn,306,42,40.65346021,-73.87577228,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,436,SCHROEDERS AVENUE,Brooklyn,306,42,40.65348759,-73.87570736,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,438,SCHROEDERS AVENUE,Brooklyn,306,42,40.65351496,-73.87564243,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,442,SCHROEDERS AVENUE,Brooklyn,306,42,40.65356697,-73.87550899,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,444,SCHROEDERS AVENUE,Brooklyn,306,42,40.65359435,-73.87544407,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,446,SCHROEDERS AVENUE,Brooklyn,306,42,40.65362173,-73.87537915,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,448,SCHROEDERS AVENUE,Brooklyn,306,42,40.6536491,-73.87531062,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,450,SCHROEDERS AVENUE,Brooklyn,306,42,40.65367648,-73.8752457,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,452,SCHROEDERS AVENUE,Brooklyn,306,42,40.65370385,-73.87518078,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,454,SCHROEDERS AVENUE,Brooklyn,306,42,40.65373123,-73.87511585,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,456,SCHROEDERS AVENUE,Brooklyn,306,42,40.6537586,-73.87504733,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,458,SCHROEDERS AVENUE,Brooklyn,306,42,40.65378324,-73.87498241,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,460,SCHROEDERS AVENUE,Brooklyn,306,42,40.65381336,-73.87491748,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,462,SCHROEDERS AVENUE,Brooklyn,306,42,40.65384074,-73.87485256,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,464,SCHROEDERS AVENUE,Brooklyn,306,42,40.65386811,-73.87478403,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,466,SCHROEDERS AVENUE,Brooklyn,306,42,40.65389549,-73.87471911,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,468,SCHROEDERS AVENUE,Brooklyn,306,42,40.65394203,-73.8746109,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
61457,CONFIDENTIAL,----,----,Bronx,206,15,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,485,SCHROEDERS AVENUE,Brooklyn,306,42,40.65460052,-73.87437541,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,487,SCHROEDERS AVENUE,Brooklyn,306,42,40.65464432,-73.87427081,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,489,SCHROEDERS AVENUE,Brooklyn,306,42,40.6546717,-73.87420949,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,491,SCHROEDERS AVENUE,Brooklyn,306,42,40.65469908,-73.87414456,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,493,SCHROEDERS AVENUE,Brooklyn,306,42,40.65472646,-73.87407964,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,495,SCHROEDERS AVENUE,Brooklyn,306,42,40.65475109,-73.87401833,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,497,SCHROEDERS AVENUE,Brooklyn,306,42,40.65477847,-73.8739534,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,499,SCHROEDERS AVENUE,Brooklyn,306,42,40.65480585,-73.87388848,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,501,SCHROEDERS AVENUE,Brooklyn,306,42,40.65483322,-73.87382355,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,503,SCHROEDERS AVENUE,Brooklyn,306,42,40.6548606,-73.87376223,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,505,SCHROEDERS AVENUE,Brooklyn,306,42,40.65488798,-73.87369731,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,507,SCHROEDERS AVENUE,Brooklyn,306,42,40.65493179,-73.87359631,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,474,SCHROEDERS AVENUE,Brooklyn,306,42,40.65400227,-73.87447744,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,476,SCHROEDERS AVENUE,Brooklyn,306,42,40.65404059,-73.87438367,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,478,SCHROEDERS AVENUE,Brooklyn,306,42,40.65407071,-73.87431514,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,480,SCHROEDERS AVENUE,Brooklyn,306,42,40.65409809,-73.87425021,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,482,SCHROEDERS AVENUE,Brooklyn,306,42,40.65412821,-73.87418529,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,484,SCHROEDERS AVENUE,Brooklyn,306,42,40.65415558,-73.87411676,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,486,SCHROEDERS AVENUE,Brooklyn,306,42,40.65418296,-73.87405184,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,488,SCHROEDERS AVENUE,Brooklyn,306,42,40.65421308,-73.87398691,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,490,SCHROEDERS AVENUE,Brooklyn,306,42,40.65424046,-73.87392198,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
60874,CONFIDENTIAL,----,----,Staten Island,501,49,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,492,SCHROEDERS AVENUE,Brooklyn,306,42,40.65426783,-73.87385346,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,494,SCHROEDERS AVENUE,Brooklyn,306,42,40.65429795,-73.87378853,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,440,SCHROEDERS AVENUE,Brooklyn,306,42,40.65354234,-73.87557751,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,405,SCHROEDERS AVENUE,Brooklyn,306,42,40.65338206,-73.8771239,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,407,SCHROEDERS AVENUE,Brooklyn,306,42,40.65342043,-73.87706617,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,419,SCHROEDERS AVENUE,Brooklyn,306,42,40.65358196,-73.87668385,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58790,RBSCC.297 Wilson Ave. Plaza de los Ancianos,297,WILSON AVENUE,Brooklyn,304,37,40.69720369,-73.91879331,Not Extended Affordability,Non Prevailing Wage,94,0,95,95
58887,East Chinatown HDFC,176,ELDRIDGE STREET,Manhattan,103,1,40.72033463,-73.99058429,Not Extended Affordability,Non Prevailing Wage,4,11,29,29
58887,East Chinatown HDFC,180,ELDRIDGE STREET,Manhattan,103,1,40.72033463,-73.99058429,Not Extended Affordability,Non Prevailing Wage,1,14,25,25
61481,CONFIDENTIAL,----,----,Queens,412,28,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
52724,PUTNAM,721,HANCOCK STREET,Brooklyn,303,41,40.68550771,-73.92618115,Extended Affordability,Non Prevailing Wage,0,0,8,8
52724,PUTNAM,723,HANCOCK STREET,Brooklyn,303,41,40.68552137,-73.92606936,Extended Affordability,Non Prevailing Wage,0,1,8,8
52724,PUTNAM,680,JEFFERSON AVENUE,Brooklyn,303,36,40.6852963,-73.93048293,Extended Affordability,Non Prevailing Wage,0,10,36,36
52724,PUTNAM,684,JEFFERSON AVENUE,Brooklyn,303,36,40.68533179,-73.9301692,Extended Affordability,Non Prevailing Wage,0,4,12,12
52724,PUTNAM,768,JEFFERSON AVENUE,Brooklyn,303,41,40.68577681,-73.92635032,Extended Affordability,Non Prevailing Wage,0,2,8,8
52724,PUTNAM,660,MADISON STREET,Brooklyn,303,36,40.68664751,-73.93178319,Extended Affordability,Non Prevailing Wage,0,0,8,8
52724,PUTNAM,668,MADISON STREET,Brooklyn,303,36,40.68668574,-73.93145142,Extended Affordability,Non Prevailing Wage,0,2,8,8
52724,PUTNAM,828,PUTNAM AVENUE,Brooklyn,303,36,40.68626952,-73.92856007,Extended Affordability,Non Prevailing Wage,0,2,4,4
52724,PUTNAM,186,MALCOLM X BOULEVARD,Brooklyn,303,36,40.68686885,-73.93014956,Extended Affordability,Non Prevailing Wage,0,2,9,9
52724,PUTNAM,201,MALCOLM X BOULEVARD,Brooklyn,303,36,40.68613556,-73.9294328,Extended Affordability,Non Prevailing Wage,0,2,6,6
52724,PUTNAM,205,MALCOLM X BOULEVARD,Brooklyn,303,36,40.68606419,-73.92941845,Extended Affordability,Non Prevailing Wage,0,2,6,6
52724,PUTNAM,206,MALCOLM X BOULEVARD,Brooklyn,303,36,40.68620728,-73.93001684,Extended Affordability,Non Prevailing Wage,0,3,5,5
60850,Newport Gardens HDFC,165,LOTT AVENUE,Brooklyn,316,42,40.65877378,-73.90746155,Extended Affordability,Non Prevailing Wage,0,0,12,12
60850,Newport Gardens HDFC,193,LOTT AVENUE,Brooklyn,316,42,40.65891576,-73.90654228,Extended Affordability,Non Prevailing Wage,0,0,36,36
60850,Newport Gardens HDFC,200,NEWPORT STREET,Brooklyn,316,42,40.65877378,-73.90746155,Extended Affordability,Non Prevailing Wage,0,0,12,12
60850,Newport Gardens HDFC,234,NEWPORT STREET,Brooklyn,316,42,40.65891576,-73.90654228,Extended Affordability,Non Prevailing Wage,0,0,12,12
60850,Newport Gardens HDFC,230,NEWPORT STREET,Brooklyn,316,42,40.65891576,-73.90654228,Extended Affordability,Non Prevailing Wage,0,0,12,12
