Project_ID,Project_Name,House_Number,Street_Name,Borough,Community_Board,Council_District,Latitude_(Internal),Longitude_(Internal),Extended_Affordability_Status,Prevailing_Wage_Status,Extremely_Low_Income_Units,Very_Low_Income,All_Counted_Units,Total_Units
58966,ALEMBIC. 1880 BOSTON ROAD,1880,BOSTON ROAD,Bronx,206,17,40.8392129,-73.88262813,Not Extended Affordability,Prevailing Wage,167,0,168,168
60249,FOX STREET PRC,1000,FOX STREET,Bronx,202,17,,,Not Extended Affordability,Non Prevailing Wage,0,60,120,120
60249,FOX STREET PRC,960,SIMPSON STREET,Bronx,202,17,40.82165366,-73.89256246,Not Extended Affordability,Non Prevailing Wage,8,32,80,80
63348,CONFIDENTIAL,----,----,Brooklyn,317,41,,,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
63349,CONFIDENTIAL,----,----,Brooklyn,318,46,,,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
55264,THESSALONIA MANOR,960,PROSPECT AVENUE,Bronx,202,17,40.82266749,-73.8998051,Not Extended Affordability,Non Prevailing Wage,36,0,120,120
58625,ONE FLUSHING,133-45,41 AVENUE,Queens,407,20,40.75788784,-73.83071391,Not Extended Affordability,Non Prevailing Wage,0,66,232,232
60319,VILLA GARDENS,16,EAST 204 STREET,Bronx,207,11,40.87481977,-73.88798918,Not Extended Affordability,Non Prevailing Wage,0,0,53,53
60342,TILDEN TOWERS HOUSING CO. INC.,3511,BARNES AVENUE,Bronx,212,12,40.87720181,-73.86228578,Not Extended Affordability,Non Prevailing Wage,1,53,126,126
60777,477 LENOX AVENUE HDFC.HUDMF.FY17,477,LENOX AVENUE,Manhattan,110,9,40.81349604,-73.94181542,Extended Affordability,Non Prevailing Wage,8,3,12,12
63372,Village East Towers (HDC),162,AVENUE C,Manhattan,103,2,40.72608562,-73.97647312,Not Extended Affordability,Non Prevailing Wage,0,0,158,158
63372,Village East Towers (HDC),411,EAST 10 STREET,Manhattan,103,2,40.72608562,-73.97647312,Not Extended Affordability,Non Prevailing Wage,0,0,188,188
63372,Village East Towers (HDC),702,EAST 11 STREET,Manhattan,103,2,40.72608562,-73.97647312,Not Extended Affordability,Non Prevailing Wage,0,0,72,72
63372,Village East Towers (HDC),711,EAST 11 STREET,Manhattan,103,2,40.72608562,-73.97647312,Not Extended Affordability,Non Prevailing Wage,0,0,16,16
44282,NYCHA FULTON HOUSES,425,WEST 18 STREET,Manhattan,104,3,40.74406334,-74.00413934,Not Extended Affordability,Non Prevailing Wage,0,32,160,160
44339,BRONX COMMONS,435,EAST 162 STREET,Bronx,203,17,40.82453,-73.91183787,Not Extended Affordability,Non Prevailing Wage,46,60,305,305
58864,US LOTTPORT HDFC.YR15.FY2017,450,HERZL STREET,Brooklyn,316,42,40.65861895,-73.91306632,Not Extended Affordability,Non Prevailing Wage,0,5,6,6
58864,US LOTTPORT HDFC.YR15.FY2017,463,HERZL STREET,Brooklyn,316,42,40.65837967,-73.91242148,Not Extended Affordability,Non Prevailing Wage,2,12,16,16
58864,US LOTTPORT HDFC.YR15.FY2017,30,LOTT AVENUE,Brooklyn,316,42,40.6569636,-73.9127333,Not Extended Affordability,Non Prevailing Wage,0,3,4,4
58864,US LOTTPORT HDFC.YR15.FY2017,54,LOTT AVENUE,Brooklyn,316,42,40.6570892,-73.91187895,Not Extended Affordability,Non Prevailing Wage,1,3,6,6
58864,US LOTTPORT HDFC.YR15.FY2017,80,NEWPORT STREET,Brooklyn,316,42,40.65861567,-73.9123563,Not Extended Affordability,Non Prevailing Wage,0,5,6,6
58864,US LOTTPORT HDFC.YR15.FY2017,903,SARATOGA AVENUE,Brooklyn,316,42,40.65841405,-73.91434248,Not Extended Affordability,Non Prevailing Wage,2,6,11,11
58864,US LOTTPORT HDFC.YR15.FY2017,2255,STRAUSS STREET,Brooklyn,316,42,40.65856707,-73.91342321,Not Extended Affordability,Non Prevailing Wage,0,4,6,6
58864,US LOTTPORT HDFC.YR15.FY2017,2256,STRAUSS STREET,Brooklyn,316,42,40.65848241,-73.91398918,Not Extended Affordability,Non Prevailing Wage,1,4,6,6
58889,KENMORE HALL ASSOCIATES LP.YR15.FY17,143,EAST 23 STREET,Manhattan,106,2,40.73950328,-73.98401755,Not Extended Affordability,Non Prevailing Wage,39,7,327,327
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2158,2 AVENUE,Manhattan,111,8,40.79352169,-73.93991155,Not Extended Affordability,Non Prevailing Wage,0,2,13,13
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2161,2 AVENUE,Manhattan,111,8,40.79402693,-73.94030476,Not Extended Affordability,Non Prevailing Wage,0,2,4,4
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2164,2 AVENUE,Manhattan,111,8,40.79386194,-73.93971261,Not Extended Affordability,Non Prevailing Wage,0,1,3,3
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2284,2 AVENUE,Manhattan,111,8,40.79774694,-73.93684137,Not Extended Affordability,Non Prevailing Wage,0,6,9,9
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2291 1/2,2 AVENUE,Manhattan,111,8,40.79815893,-73.93735746,Not Extended Affordability,Non Prevailing Wage,0,8,11,11
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2330,2 AVENUE,Manhattan,111,8,40.79915717,-73.93583594,Not Extended Affordability,Non Prevailing Wage,0,3,3,3
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2349,2 AVENUE,Manhattan,111,8,40.79998344,-73.93601935,Not Extended Affordability,Non Prevailing Wage,0,7,9,9
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,162,EAST 105 STREET,Manhattan,111,8,40.79109573,-73.94623728,Not Extended Affordability,Non Prevailing Wage,0,4,5,5
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,11,EAST 109 STREET,Manhattan,111,9,40.79609231,-73.94880475,Not Extended Affordability,Non Prevailing Wage,1,14,24,24
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,15,EAST 109 STREET,Manhattan,111,9,40.79604285,-73.94868921,Not Extended Affordability,Non Prevailing Wage,1,12,24,24
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,16,EAST 109 STREET,Manhattan,111,9,40.79565322,-73.94895316,Not Extended Affordability,Non Prevailing Wage,0,3,10,10
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,18,EAST 109 STREET,Manhattan,111,9,40.79562299,-73.94887373,Not Extended Affordability,Non Prevailing Wage,0,6,10,10
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,22,EAST 109 STREET,Manhattan,111,9,40.79554331,-73.94868599,Not Extended Affordability,Non Prevailing Wage,4,8,15,15
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,24,EAST 109 STREET,Manhattan,111,9,40.79549935,-73.9485849,Not Extended Affordability,Non Prevailing Wage,0,8,15,15
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,26,EAST 109 STREET,Manhattan,111,9,40.79545814,-73.94848741,Not Extended Affordability,Non Prevailing Wage,0,7,14,14
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,18,EAST 110 STREET,Manhattan,111,9,40.79626781,-73.94844706,Not Extended Affordability,Non Prevailing Wage,0,31,60,60
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,212,EAST 111 STREET,Manhattan,111,8,40.79430494,-73.9418647,Not Extended Affordability,Non Prevailing Wage,0,7,8,8
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,307,EAST 111 STREET,Manhattan,111,8,40.79374647,-73.93935879,Not Extended Affordability,Non Prevailing Wage,0,6,8,8
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,334,EAST 112 STREET,Manhattan,111,8,40.79367186,-73.93840541,Not Extended Affordability,Non Prevailing Wage,0,6,14,14
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,344,EAST 112 STREET,Manhattan,111,8,40.79347948,-73.93795054,Not Extended Affordability,Non Prevailing Wage,0,10,18,18
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,415,EAST 115 STREET,Manhattan,111,8,40.7952098,-73.93503797,Not Extended Affordability,Non Prevailing Wage,0,16,30,30
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,422,EAST 115 STREET,Manhattan,111,8,40.79476522,-73.93514675,Not Extended Affordability,Non Prevailing Wage,0,5,8,8
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,423,EAST 115 STREET,Manhattan,111,8,40.79511913,-73.93485748,Not Extended Affordability,Non Prevailing Wage,0,15,18,18
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,426,EAST 115 STREET,Manhattan,111,8,40.79468002,-73.93494819,Not Extended Affordability,Non Prevailing Wage,0,13,24,24
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,429,EAST 115 STREET,Manhattan,111,8,40.79507784,-73.93464804,Not Extended Affordability,Non Prevailing Wage,0,11,24,24
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,161,EAST 116 STREET,Manhattan,111,8,40.79861641,-73.94086408,Not Extended Affordability,Non Prevailing Wage,0,1,3,3
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,316,EAST 116 STREET,Manhattan,111,8,40.79637467,-73.93702325,Not Extended Affordability,Non Prevailing Wage,0,7,9,9
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,112,EAST 117 STREET,Manhattan,111,8,40.79956133,-73.94232965,Not Extended Affordability,Non Prevailing Wage,0,9,10,10
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,120,EAST 117 STREET,Manhattan,111,8,40.79944042,-73.94204803,Not Extended Affordability,Non Prevailing Wage,0,4,5,5
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,140,EAST 117 STREET,Manhattan,111,8,40.79920409,-73.94148479,Not Extended Affordability,Non Prevailing Wage,0,4,4,4
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,155,EAST 117 STREET,Manhattan,111,8,40.79927769,-73.94048425,Not Extended Affordability,Non Prevailing Wage,0,3,3,3
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,212,EAST 117 STREET,Manhattan,111,8,40.79815432,-73.93900082,Not Extended Affordability,Non Prevailing Wage,1,3,14,14
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,210,EAST 119 STREET,Manhattan,111,8,40.79940817,-73.93807504,Not Extended Affordability,Non Prevailing Wage,0,10,13,13
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,224,EAST 122 STREET,Manhattan,111,8,40.80115837,-73.93636858,Not Extended Affordability,Non Prevailing Wage,0,4,4,4
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,129,EAST 123 STREET,Manhattan,111,9,40.80343499,-73.93864922,Not Extended Affordability,Non Prevailing Wage,0,12,18,18
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,154,EAST 124 STREET,Manhattan,111,8,40.80336587,-73.93771376,Not Extended Affordability,Non Prevailing Wage,0,0,8,8
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,156,EAST 124 STREET,Manhattan,111,8,40.80333839,-73.93764877,Not Extended Affordability,Non Prevailing Wage,0,0,4,4
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,1691,LEXINGTON AVENUE,Manhattan,111,8,40.79228406,-73.94593657,Not Extended Affordability,Non Prevailing Wage,0,5,6,6
59004,541 4TH AVENUE,541,4 AVENUE,Brooklyn,307,39,40.66633139,-73.99163005,Not Extended Affordability,Non Prevailing Wage,0,0,27,135
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2026,LEXINGTON AVENUE,Manhattan,111,9,40.80346779,-73.93839996,Not Extended Affordability,Non Prevailing Wage,1,13,16,16
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,1618,MADISON AVENUE,Manhattan,111,9,40.79512065,-73.94873688,Not Extended Affordability,Non Prevailing Wage,0,6,8,8
63369,Brighton Houses Coop,500,BRIGHTWATER COURT,Brooklyn,313,48,40.57542344,-73.96209489,Not Extended Affordability,Non Prevailing Wage,0,0,193,193
60505,545 EAST 166TH ST,545,EAST 166 STREET,Bronx,203,16,40.82835731,-73.90635487,Not Extended Affordability,Non Prevailing Wage,8,8,41,41
52774,JAMAICA CROSSING (HIGH-RISE),148-10,ARCHER AVENUE,Queens,412,27,40.70060491,-73.80647587,Not Extended Affordability,Non Prevailing Wage,0,0,539,539
52775,JAMAICA CROSSING (MID-RISE),148-10,ARCHER AVENUE,Queens,412,27,40.70060491,-73.80647587,Not Extended Affordability,Non Prevailing Wage,0,26,130,130
58955,STORY AVENUE WEST,1520,STORY AVENUE,Bronx,209,17,40.82046347,-73.87709359,Not Extended Affordability,Non Prevailing Wage,20,20,223,223
60779,888 FOUNTAIN AVENUE BUILDING A2,911,ERSKINE STREET,Brooklyn,305,42,40.6539552,-73.86679027,Not Extended Affordability,Non Prevailing Wage,27,80,267,267
58829,JDD COURT HDFC,576,EAST 165 STREET,Bronx,203,16,40.82551151,-73.90694423,Not Extended Affordability,Non Prevailing Wage,15,45,68,68
63373,Arverne View Apartments (AKA Ocean Village),105,BEACH 56 PLACE,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,40,40
63373,Arverne View Apartments (AKA Ocean Village),119,BEACH 56 PLACE,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,40,40
63373,Arverne View Apartments (AKA Ocean Village),129,BEACH 56 PLACE,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,32,32
63373,Arverne View Apartments (AKA Ocean Village),141,BEACH 56 PLACE,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,217,217
63373,Arverne View Apartments (AKA Ocean Village),102,BEACH 59 STREET,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,56,56
63373,Arverne View Apartments (AKA Ocean Village),116,BEACH 59 STREET,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,16,16
63373,Arverne View Apartments (AKA Ocean Village),122,BEACH 59 STREET,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,40,40
63373,Arverne View Apartments (AKA Ocean Village),132,BEACH 59 STREET,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,32,32
63373,Arverne View Apartments (AKA Ocean Village),146,BEACH 59 STREET,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,206,206
63373,Arverne View Apartments (AKA Ocean Village),57-07,SHORE FRONT PARKWAY,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,198,198
63373,Arverne View Apartments (AKA Ocean Village),57-15,SHORE FRONT PARKWAY,Queens,414,31,40.59066725,-73.78750989,Extended Affordability,Non Prevailing Wage,0,0,216,216
63371,Scott Tower (HDC),3400,PAUL AVENUE,Bronx,207,11,40.87744457,-73.88888516,Not Extended Affordability,Non Prevailing Wage,0,0,352,352
58926,517-525 WEST 45TH STREET (CURE),517,WEST 45 STREET,Manhattan,104,3,40.76222805,-73.99509786,Not Extended Affordability,Non Prevailing Wage,3,1,4,29
61713,845 GRAND ST,845,GRAND STREET,Brooklyn,301,34,40.71240889,-73.93983678,Not Extended Affordability,Non Prevailing Wage,0,0,8,40
53557,EVERGREEN ESTATES,1125,EVERGREEN AVENUE,Bronx,209,17,40.82626973,-73.88083347,Extended Affordability,Non Prevailing Wage,0,0,39,40
53557,EVERGREEN ESTATES,1135,EVERGREEN AVENUE,Bronx,209,17,40.82657447,-73.88090519,Extended Affordability,Non Prevailing Wage,0,0,39,39
53557,EVERGREEN ESTATES,1145,EVERGREEN AVENUE,Bronx,209,17,40.82687921,-73.88097691,Extended Affordability,Non Prevailing Wage,0,0,39,40
53557,EVERGREEN ESTATES,1155,EVERGREEN AVENUE,Bronx,209,17,40.82718394,-73.88104502,Extended Affordability,Non Prevailing Wage,0,0,39,39
53557,EVERGREEN ESTATES,1165,EVERGREEN AVENUE,Bronx,209,17,40.82748868,-73.88111674,Extended Affordability,Non Prevailing Wage,0,0,38,39
53557,EVERGREEN ESTATES,1175,EVERGREEN AVENUE,Bronx,209,17,40.82779341,-73.88118485,Extended Affordability,Non Prevailing Wage,0,0,39,39
58793,PCMH. 500 GATES AVENUE,500,GATES AVENUE,Brooklyn,303,36,40.68653419,-73.94579876,Not Extended Affordability,Prevailing Wage,48,0,68,68
61016,10 MONTIETH STREET,1,MONTIETH STREET,Brooklyn,304,34,,,Not Extended Affordability,Non Prevailing Wage,0,0,100,500
63335,CONFIDENTIAL,----,----,Staten Island,501,49,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58631,603 JACKSON AVENUE,605,JACKSON AVENUE,Bronx,201,8,40.81481684,-73.90882332,Not Extended Affordability,Non Prevailing Wage,0,0,25,25
63339,CONFIDENTIAL,----,----,Queens,412,27,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
63225,CONFIDENTIAL,----,----,Brooklyn,305,37,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
63274,CONFIDENTIAL,----,----,Brooklyn,318,45,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
59031,FAC RENAISSANCE LP.YR15.FY17,76,5 AVENUE,Brooklyn,306,39,40.68069571,-73.97779429,Not Extended Affordability,Non Prevailing Wage,2,3,6,6
59031,FAC RENAISSANCE LP.YR15.FY17,320,BERGEN STREET,Brooklyn,302,33,40.68298001,-73.98150002,Not Extended Affordability,Non Prevailing Wage,1,2,3,3
59031,FAC RENAISSANCE LP.YR15.FY17,322,BERGEN STREET,Brooklyn,302,33,40.68294981,-73.9814171,Not Extended Affordability,Non Prevailing Wage,2,8,11,11
59031,FAC RENAISSANCE LP.YR15.FY17,332,BERGEN STREET,Brooklyn,302,33,40.68276308,-73.98093762,Not Extended Affordability,Non Prevailing Wage,0,1,8,8
59031,FAC RENAISSANCE LP.YR15.FY17,643,PRESIDENT STREET,Brooklyn,306,39,40.67615098,-73.98130363,Not Extended Affordability,Non Prevailing Wage,1,7,10,10
59031,FAC RENAISSANCE LP.YR15.FY17,677,UNION STREET,Brooklyn,306,39,40.67736157,-73.98221541,Not Extended Affordability,Non Prevailing Wage,0,6,8,8
59031,FAC RENAISSANCE LP.YR15.FY17,680,UNION STREET,Brooklyn,306,39,40.67642543,-73.98111969,Not Extended Affordability,Non Prevailing Wage,0,7,10,10
59031,FAC RENAISSANCE LP.YR15.FY17,579,WARREN STREET,Brooklyn,302,33,40.6817201,-73.98112179,Not Extended Affordability,Non Prevailing Wage,0,7,8,8
53555,CROTONA ESTATES,1738,CROTONA PARK EAST,Bronx,203,17,40.83824685,-73.8882423,Extended Affordability,Non Prevailing Wage,0,0,50,51
53555,CROTONA ESTATES,1700,CROTONA PARK EAST,Bronx,203,17,40.83732288,-73.88928104,Extended Affordability,Non Prevailing Wage,0,0,102,103
53556,LONGFELLOW AVENUE HDFC,1690,LONGFELLOW AVENUE,Bronx,203,17,40.83527063,-73.88448896,Extended Affordability,Non Prevailing Wage,0,0,82,83
53556,LONGFELLOW AVENUE HDFC,1700,LONGFELLOW AVENUE,Bronx,203,17,40.83561625,-73.88428237,Extended Affordability,Non Prevailing Wage,0,0,53,55
61736,"RIVERSIDE CENTER, BUILDING 4",663,WEST 59 STREET,Manhattan,107,6,,,Not Extended Affordability,Non Prevailing Wage,0,0,49,214
61738,"RIVERSIDE CENTER, BUILDING 1",400,WEST 61 STREET,Manhattan,107,6,40.77345386,-73.99199568,Not Extended Affordability,Non Prevailing Wage,0,0,156,646
61741,"RIVERSIDE CENTER, BUILDING 3",10,RIVERSIDE BOULEVARD,Manhattan,107,6,40.77295435,-73.9925048,Not Extended Affordability,Non Prevailing Wage,0,0,64,272
63269,CONFIDENTIAL,----,----,Bronx,207,14,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58697,MONTAGUE PIERREPONT APARTMENTS,146,PIERREPONT STREET,Brooklyn,302,33,40.69459432,-73.99164813,Not Extended Affordability,Non Prevailing Wage,0,0,18,86
63368,Marion Avenue Residence,2681,MARION AVENUE,Bronx,207,15,40.86537498,-73.89054312,Not Extended Affordability,Non Prevailing Wage,0,0,100,100
63174,CONFIDENTIAL,----,----,Queens,413,31,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
58658,LA CASA NUESTRA HDFC.YR15.FY17,2334,1 AVENUE,Manhattan,111,8,40.7982747,-73.93334466,Not Extended Affordability,Non Prevailing Wage,6,3,9,9
58658,LA CASA NUESTRA HDFC.YR15.FY17,1411,5 AVENUE,Manhattan,111,9,40.80026319,-73.94636352,Not Extended Affordability,Non Prevailing Wage,4,4,8,8
58658,LA CASA NUESTRA HDFC.YR15.FY17,195,EAST 100 STREET,Manhattan,111,8,40.78815686,-73.94783221,Not Extended Affordability,Non Prevailing Wage,6,2,8,8
58658,LA CASA NUESTRA HDFC.YR15.FY17,162,EAST 111 STREET,Manhattan,111,8,40.7950414,-73.94360485,Not Extended Affordability,Non Prevailing Wage,2,5,7,7
58658,LA CASA NUESTRA HDFC.YR15.FY17,12,EAST 116 STREET,Manhattan,111,9,40.80009827,-73.94585438,Not Extended Affordability,Non Prevailing Wage,4,6,10,10
63267,CONFIDENTIAL,----,----,Queens,406,29,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
63271,CONFIDENTIAL,----,----,Queens,412,28,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50386,304-306 EAST 8TH STREET HDFC,304,EAST 8 STREET,Manhattan,103,2,40.72523547,-73.98029049,Extended Affordability,Non Prevailing Wage,16,0,16,16
58980,BRIDGE COMMUNITY,271,BAINBRIDGE STREET,Brooklyn,303,36,40.68177474,-73.92605188,Not Extended Affordability,Non Prevailing Wage,0,7,12,12
58980,BRIDGE COMMUNITY,281,BAINBRIDGE STREET,Brooklyn,303,41,40.68183751,-73.92550017,Not Extended Affordability,Non Prevailing Wage,0,2,8,8
58980,BRIDGE COMMUNITY,283,BAINBRIDGE STREET,Brooklyn,303,41,40.68184844,-73.92541363,Not Extended Affordability,Non Prevailing Wage,0,1,8,8
58980,BRIDGE COMMUNITY,285,BAINBRIDGE STREET,Brooklyn,303,41,40.68185936,-73.92532348,Not Extended Affordability,Non Prevailing Wage,0,4,8,8
63096,CONFIDENTIAL,----,----,Bronx,203,17,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
63338,CONFIDENTIAL,----,----,Brooklyn,317,45,,,Not Extended Affordability,Non Prevailing Wage,0,0,2,2
61021,316 EAST 91ST STREET,316,EAST 91 STREET,Manhattan,108,5,40.78043898,-73.94853153,Not Extended Affordability,Non Prevailing Wage,0,0,17,18
57758,MANHATTANVILLE PHASE I,3595,BROADWAY,Manhattan,109,7,40.82830743,-73.94952794,Extended Affordability,Non Prevailing Wage,0,0,20,43
63095,CONFIDENTIAL,----,----,Queens,412,27,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,32-10,102 STREET,Queens,403,21,40.7591514,-73.86702749,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,223-19,111 AVENUE,Queens,413,27,40.70628792,-73.73304286,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,190-17,115 DRIVE,Queens,412,27,40.69473668,-73.76122455,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,197-18,116 AVENUE,Queens,412,27,40.69519803,-73.75480385,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,168-31,118 ROAD,Queens,412,27,40.68415654,-73.77675573,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,168-32,119 AVENUE,Queens,412,27,40.68341326,-73.77562607,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,198-14,119 AVENUE,Queens,412,27,40.69116884,-73.7523089,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,171-48,119 ROAD,Queens,412,27,40.68454182,-73.77306228,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,177-19,120 AVENUE,Queens,412,27,40.68519437,-73.76721167,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,222-33,143 ROAD,Queens,413,31,40.66674574,-73.75358553,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,171-15,144 AVENUE,Queens,412,31,40.66895568,-73.76829931,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,144-41,158 STREET,Queens,413,31,40.664471,-73.77962955,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,80-44,162 STREET,Queens,408,24,40.71974243,-73.80543545,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,118-19,190 STREET,Queens,412,27,40.6902244,-73.75996781,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,117-27,204 STREET,Queens,412,27,40.69481757,-73.74767582,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,114-26,208 STREET,Queens,413,27,40.70119158,-73.7467176,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,89-55,208 STREET,Queens,413,23,40.71915856,-73.75545884,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,177-48,BAISLEY BOULEVARD,Queens,412,27,40.68707466,-73.7672664,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,186-20,FOCH BOULEVARD,Queens,412,27,40.69040301,-73.7640491,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
63093,CONFIDENTIAL,----,----,Staten Island,502,50,,,Not Extended Affordability,Non Prevailing Wage,0,0,1,1
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,825,BEDFORD AVENUE,Brooklyn,303,33,40.69565943,-73.95604021,Not Extended Affordability,Non Prevailing Wage,2,0,4,4
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,83,EAST 18 STREET,Brooklyn,314,40,40.64920095,-73.96265479,Not Extended Affordability,Non Prevailing Wage,1,0,7,7
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,892,FLUSHING AVENUE,Brooklyn,304,34,40.70193559,-73.93607378,Not Extended Affordability,Non Prevailing Wage,21,0,27,27
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,368,LAFAYETTE AVENUE,Brooklyn,302,35,40.68857411,-73.96067117,Not Extended Affordability,Non Prevailing Wage,4,0,8,8
